participant_number,map,rotation,vision,haptic,average_dist_to_nearest_obstacle,time_through_maze,path_length,average_velocity,area_between_lead_and_robot,condition
10,10,270,0,0,0.789971226645325,41.14,14.5928656253331,0.439865785039939,0.725517393171906,2
10,11,180,0,0,0.798259204780679,52.06,24.8219167363118,0.486158653177202,0.612668434131094,2
10,11,180,1,1,0.891890431608163,31.26,21.9023738296115,0.748745905518285,1.08925189643155,3
10,11,270,0,1,0.763711796981862,55.49,18.4654024188741,0.432438411241477,4.42938267620393,1
10,11,270,1,0,0.889848049592818,25.38,14.129747683236,0.905282303684074,1.24626597824054,4
11,3,90,0,0,0.788228889978278,42.78,15.9078557142945,0.984998290522775,3.76189991838786,1
11,3,180,1,0,0.80868093753973,22.36,28.2596292239311,1.23706871454468,3.40377784912911,4
11,3,270,1,1,0.820776629422767,30.77,17.171613535218,0.995247764684016,5.12652773333542,3
11,5,90,1,1,0.817972618063462,16.17,15.7491349517974,1.17450130689085,3.06213237027604,3
11,5,180,1,0,0.820916008581605,16.7,14.7064612098548,1.13969506876762,1.42277099393399,4
11,5,270,0,0,0.83572158602798,25.22,15.9954206276596,0.911745665890282,1.27962865813147,1
11,6,90,0,1,0.590707508317153,13.88,15.2223921432039,1.35140769986119,15.205072514565,2
11,6,180,1,0,0.848738607691369,14.95,14.4400857675457,1.26184641123244,1.88194151305802,4
11,6,270,0,0,0.797771046765656,14.42,14.1906876612509,1.32927295598795,1.69107877003444,1
11,6,270,1,1,0.784704858796548,16.42,14.5363309151978,1.1690044174256,5.34094940470618,3
11,7,0,0,0,0.798182191376184,34.1,27.6288568960534,0.836447899571163,2.75478526785517,1
11,7,0,0,1,0.596039460673167,16.78,19.190218531995,1.12446896256634,17.0556273911398,2
11,7,90,1,1,0.780370045627466,15.14,14.6645251937144,1.17693966581388,6.11582493054133,3
11,7,90,1,0,0.859948787626903,15.97,14.1380613750378,1.10552719528986,2.46645322698184,4
11,8,90,1,1,0.872169337361058,16.91,15.7477152104846,1.06439677117439,3.60553815032088,3
11,8,270,0,0,0.899520427739444,23.84,16.0154635465141,0.973128067565975,1.94259793341646,1
11,8,270,1,0,0.893741486634835,18.89,14.9870993716618,0.992762687904872,1.95904629263091,4
11,9,0,1,1,0.847309799464723,18.47,15.7362660780389,0.984477459754674,3.00263073983095,3
11,9,90,1,0,0.88342965823488,16.44,15.1044787667719,1.14507174287878,2.5336690290261,4
11,9,270,0,0,0.804001895788209,16.16,14.2939452380179,1.16199057280302,2.16779728973918,1
11,10,0,0,0,0.814063719128329,19.5,17.372755579578,1.0310889195708,2.32283225898887,1
11,10,180,1,1,0.716606049134404,14.58,15.2885346025982,1.22322056017985,8.01712740253866,3
11,10,270,1,0,0.897708009411658,15.93,15.4537742024902,1.18016424936393,3.60687634826917,4
11,11,0,1,0,0.878620513441301,21.05,21.5382002885215,1.10685927887699,2.25233953010611,4
11,11,90,1,1,0.835625622050477,20.88,15.9496477382288,1.1024078755344,3.9171755671977,3
11,11,270,0,0,0.852819419349183,39.79,19.3797122069094,0.807197173895598,2.64847592999351,1
12,3,0,0,1,0.765519074332815,76,31.7583451464854,0.411650638063832,8.16950007889737,4
12,3,90,0,0,0.828290529585737,63.78,14.7439245742154,0.515122054637394,1.01130849956499,3
12,3,180,1,1,0.765181831838229,24.87,29.984627526547,1.14406705568574,9.36490265483044,1
12,3,180,1,0,0.937319748467923,23.8,29.06367466166,1.20282542501161,2.78411024855369,2
12,5,0,0,1,0.740104160653908,49.16,24.1434789325659,0.514432707525547,8.80659157373988,4
12,5,90,1,1,0.767333242159443,16.58,16.4338617110141,1.19870270701818,5.37803928690171,1
12,5,180,0,0,0.8162164811917,17.78,14.6645907462904,1.06792978948003,0.720554404909072,3
12,5,270,1,0,0.964391975026368,20.6,14.1356438897969,0.941338575423098,0.894079926295442,2
12,6,0,1,1,0.838801400502442,22.14,14.6847340026639,0.874949603152098,1.4696363921833,1
12,6,0,1,0,0.886974464494669,19.53,14.6843186132645,1.00460011087248,0.958056096522087,2
12,6,0,0,0,0.871198020573294,25.86,15.1911017626224,0.765971446105574,0.808997042380601,3
12,6,270,0,1,0.707327549217522,29.2,14.6713595512289,0.74096352623676,8.85308398494542,4
12,7,0,1,0,0.90495400822726,21.59,15.2684504633736,0.880797561615028,1.88509287115884,2
12,7,180,0,0,0.859076412485275,21.61,15.2753718960605,0.863425125065707,1.64577541416755,3
12,7,270,1,1,0.874453914095624,25.76,17.5032537023489,0.789500021214754,3.35865398165893,1
12,7,270,0,1,0.704588356138701,37.17,19.541560295833,0.55231249629379,6.03293967781098,4
12,8,0,1,1,0.935958109952543,21.38,14.2160456168599,0.864459236600931,1.91864628004098,1
12,8,0,1,0,0.842095757038167,21.4,15.2488819654931,0.86827028024301,1.38174551828923,2
12,8,180,0,0,0.811752712151972,22.17,16.8231188884583,0.894477775065856,1.27380055352145,3
12,8,270,0,1,0.737698451483505,33.75,15.5942736178013,0.66864938032517,9.23631808775806,4
12,9,0,0,0,0.814795567902727,40.36,17.2925480061375,0.526254755515012,1.03632658838369,3
12,9,90,1,1,0.785766654752497,24.28,16.1198535640016,0.765144333857552,5.34932368859775,1
12,9,90,1,0,0.904331120597063,20.66,15.3448334214925,0.891933104738834,1.93558501636072,2
12,9,90,0,1,0.769782474443704,29.08,14.5054018330847,0.692517583694301,4.57207688382958,4
12,10,0,0,1,0.798291097634286,49.45,19.1605880231125,0.475891116144773,2.99073443928644,4
12,10,90,1,1,0.885530454385598,22.33,15.5221126677835,0.844773481913435,2.75159636747829,1
12,10,90,0,0,0.846921945067468,68.78,17.8627778162658,0.420278363997153,0.754440473102135,3
12,10,270,1,0,0.90091827653438,17.08,14.39819780421,1.08586584075873,2.26837935059649,2
12,11,180,1,0,0.919934882905001,20.21,21.3674033697687,1.16353870778579,2.57337558466196,2
12,11,180,0,0,0.824305425666909,25.08,22.8030811366324,0.975661849693952,1.63577507576426,3
12,11,270,1,1,0.879773443063359,26.65,15.5185246127602,0.890853785915565,2.84077132629397,1
12,11,270,0,1,0.694704592695534,45.29,16.0927583893578,0.624066365986227,8.13070332834755,4
13,3,90,1,0,0.784044863506187,55.36,14.5204985432641,0.530177136980196,0.908887076100897,1
13,3,180,0,1,0.669258500821789,79.69,36.2281367784208,0.422553374977215,15.705513937658,4
13,3,270,1,1,0.702221124538845,65.28,20.2573435412762,0.554553437094534,17.4072631346725,2
13,3,270,0,0,0.773660543004894,101.87,17.0463295403486,0.366313975267816,1.28437687887824,3
13,5,0,1,1,0.697334145315037,37.38,17.1035166660544,0.570256080570885,9.07170392860883,2
13,5,90,0,0,0.757319580631862,57.58,15.3963952847807,0.350487868908215,0.654638038679974,3
13,5,180,0,1,0.642608407644084,54.69,22.8046704963243,0.421672055550987,13.6117271671422,4
13,5,270,1,0,0.785239938694178,24.29,14.6683093110806,0.808373261728949,1.45423311902907,1
13,6,90,1,1,0.705301502438459,35.57,15.7981491119837,0.562618150623693,9.36147299090363,2
13,6,270,1,0,0.854201537574249,41.74,15.8516929213882,0.482759395194236,0.500898503019267,1
13,6,270,0,0,0.766725502836137,120.16,18.096466135584,0.26575195471249,0.939014620109597,3
13,7,0,1,0,0.799565133452709,27.76,15.66351571362,0.684157883612963,1.32117181124568,1
13,7,0,1,1,0.696288122453745,32.52,18.2463425942409,0.615471122235744,8.49031410108856,2
13,7,90,0,0,0.759161139193735,48.2,15.1381452576355,0.413134738005636,1.0413149790404,3
13,7,90,0,1,0.673224020036297,83.02,24.7505704165228,0.349506279980173,9.02333071453452,4
13,8,90,0,0,0.801977143717907,40.65,15.1090530245768,0.452483295283629,0.952507472315495,3
13,8,180,1,1,0.688939844936661,29.28,16.2870486232329,0.645023734032961,7.97613834623341,2
13,8,270,1,0,0.802646585800107,38.39,15.2115436476826,0.530407535215291,1.60110368190491,1
13,9,0,0,0,0.771964608128805,63.62,17.1640252537431,0.318882253947415,1.22140496008825,3
13,9,180,1,1,0.660884867419509,36.25,15.531444488444,0.530358912302314,12.1299161523238,2
13,9,270,1,0,0.825936901343613,46.86,15.2561196873677,0.46945670899266,0.850713831846235,1
13,10,0,1,0,0.803964774745712,44.4,15.7028999248336,0.415579332754364,0.869245119265825,1
13,10,180,1,1,0.617602133228962,24.81,18.5636444679797,0.835917254174446,18.56113222809,2
13,10,180,0,0,0.76412540150153,46.77,16.1359881052023,0.412733362314635,1.25760868871994,3
13,11,90,0,0,0.779850069070774,45.5,15.4790507733135,0.538613520072438,1.53914592788568,3
13,11,180,1,1,0.652033044180224,41.17,29.651920990436,0.712689302194488,11.971953333352,2
13,11,270,1,0,0.834446484731612,36.37,14.4612782155956,0.617955345839247,1.00436443657661,1
14,3,90,1,1,0.870295716014083,30.91,15.0871309472479,0.950621784771815,3.30275325909293,1
14,3,180,0,1,0.736616455015123,44.01,40.1981716086966,0.853096412844803,12.1829039305198,4
14,3,270,0,0,0.845387432105974,69.57,18.8465895557541,0.650927781257427,2.67038021975087,2
14,3,270,1,0,0.880318627490969,28.93,15.6126525454308,1.04705762267969,1.71967640694026,3
14,5,0,0,0,0.860626752920367,32.71,17.5249866113684,0.645778403246927,1.06110478361695,2
14,5,90,1,0,0.927661106827543,17.84,15.0003401293623,1.08555240699096,1.27651201442127,3
14,5,180,0,1,0.679948282043882,28.49,24.6063907534128,0.721484141046504,5.66480338366679,4
14,5,270,1,1,0.900935948558652,21.33,14.2295634478883,0.943331375106874,1.69689638418282,1
14,6,90,0,0,0.859786159757225,35.01,15.5813098381706,0.653870535286978,0.717444023558288,2
14,6,180,0,1,0.679692170296965,20.52,16.4752637095837,1.01554199292171,10.123531602264,4
14,6,270,1,1,0.944657316272469,17.05,14.8295780310803,1.16261777462452,1.3557472555662,1
14,6,270,1,0,0.897965658393997,18.62,14.8144745069235,1.04180391528153,1.35712909945537,3
14,7,0,1,1,0.898990244099486,23.75,15.6267950170039,0.812880348028358,2.81074028489936,1
14,7,0,0,0,0.807282893967551,40.79,22.0629688797077,0.575096520687023,1.36645053604539,2
14,7,90,1,0,0.897213931824278,15.19,14.4155916565841,1.21016100285057,3.21939852593222,3
14,8,90,1,0,0.913378252568006,18.61,14.2610698938595,1.01291769229048,1.59455065762709,3
14,8,180,0,0,0.84890625939122,39.47,26.0170252629995,0.709142097543405,1.80647306748265,2
14,8,270,1,1,0.889087662999816,24.82,15.4655207724007,0.838178348424989,4.36809647235741,1
14,8,270,0,1,0.761453951974697,44,18.3223174539307,0.58485527024109,6.44517668679219,4
14,9,0,1,0,0.912826906353898,20.74,16.718585712159,0.929397998512372,1.77144938923715,3
14,9,90,0,1,0.767497009323766,44.35,16.6966357934324,0.471949626096038,3.9943251124064,4
14,9,180,0,0,0.815152746218632,35.08,26.4063015774912,0.773519995837653,1.81851136446961,2
14,9,270,1,1,0.844980194968054,22.16,14.9436997341996,0.910590410376722,1.72049716061905,1
14,10,0,1,1,0.850020264371998,20.84,15.8657054915331,0.942883863172992,2.33258582107663,1
14,10,180,0,0,0.834990611927077,33.17,22.0969836651849,0.742021097898243,1.04414901930456,2
14,10,180,1,0,0.961747671951543,15.43,14.7872305853638,1.19607122810469,3.75951615329524,3
14,10,270,0,1,0.747527426164531,59.36,17.1808507153212,0.484501019671693,5.66302500289265,4
14,11,0,0,1,0.763787891703102,23.44,21.4686407338268,0.974993820709107,8.7928858929467,4
14,11,90,1,0,0.963333241612743,21.94,15.2928792893834,1.09155812895763,2.87575258374723,3
14,11,180,0,0,0.809924277904427,30.02,22.1613069189012,0.784707640860026,1.55779333888828,2
14,11,270,1,1,0.901793362418267,22.53,15.01569867781,1.05020688429997,3.46873864322875,1
15,3,0,0,1,0.782836337640621,40.71,31.4567948065085,0.755107023942159,7.73223758049525,4
15,3,90,1,0,0.898102114589823,26,15.6983928705981,1.11951918786885,2.5646365893903,3
15,3,180,0,0,0.783927658284741,39.41,44.6633630809342,1.00032076630815,3.8414531061313,1
15,3,180,1,1,0.795978197025495,32.78,30.8149115894373,0.910533367791989,6.62181465223324,2
15,5,0,0,1,0.721858580672501,24.18,15.7923088353893,0.808345975793693,6.1809013713322,4
15,5,90,0,0,0.796511303176405,16.68,14.28693456201,1.13841889012476,1.3674712654797,1
15,5,180,1,0,0.806788630378082,22.72,15.4009136722044,0.874881227415971,1.8416795409316,3
15,5,270,1,1,0.708704628586465,46.91,23.2919147278087,0.532993672811598,12.4740683840805,2
15,6,0,0,0,0.808530304112141,19.22,15.8363811857213,0.992143554181113,1.34919683703109,1
15,6,0,1,1,0.812323765840557,20.82,18.2207436968564,0.985220182239063,4.15424326464377,2
15,6,0,1,0,0.896762694402963,19.43,17.4822027735894,1.06442768211535,1.36188687271833,3
15,7,0,1,1,0.776485757018632,23.42,20.7598378830914,0.929215026413639,8.83442990196863,2
15,7,180,1,0,0.882497334955488,16.33,14.2934244320458,1.10748945670239,2.96319946139681,3
15,7,270,0,0,0.799849158338451,22.58,14.8348847434029,1.00305234131327,1.935497598363,1
15,7,270,0,1,0.657480884421308,43.08,43.0253659754535,0.724522269087512,16.2351231945083,4
15,8,0,0,0,0.807265239836414,24.07,20.7788618757872,0.922864030304643,2.12038022532096,1
15,8,0,1,1,0.728551663516721,18.13,15.9124275506196,1.06257073232867,8.07466830447731,2
15,8,180,1,0,0.873890196605484,18.88,15.2965798536718,0.973765680995843,2.29113593226802,3
15,8,270,0,1,0.666592098691265,48.44,21.5324841952576,0.683933850474256,10.9398509093009,4
15,9,0,1,0,0.890211901565407,22.97,17.9403541924784,0.927585781924512,1.54996407174214,3
15,9,90,0,0,0.808712288241349,17.89,14.2998298814825,1.04219639043079,2.50590202743608,1
15,9,90,1,1,0.738648959135446,19.41,16.178698206453,1.04517160283925,8.8015850601666,2
15,10,90,0,0,0.842218587610505,16.81,14.3943233489648,1.13205446405364,2.09857365133747,1
15,10,90,1,0,0.865459732191141,18.62,14.1649850865255,0.992120340670243,1.46349977658804,3
15,10,270,1,1,0.756599917892326,18.86,14.4191132459656,0.955246111715692,6.04836647007035,2
15,11,180,1,1,0.802204648977642,26.47,24.5014594036137,0.955864537318916,5.42379606724521,2
15,11,180,1,0,0.869711582483176,21.04,22.0627863927229,1.11459769385886,2.46770914889154,3
15,11,270,0,0,0.783840092548467,31.71,15.7342388972893,0.960896299165178,2.94098581975596,1
15,11,270,0,1,0.677081423016449,44.09,26.1384497192547,0.684600408362818,16.5780678424444,4
16,3,0,1,0,0.84934016995919,30.06,28.8578842553945,0.943605467771349,1.38799523599845,1
16,3,90,1,1,0.833087918668819,30.29,14.532834020603,0.918319635589415,3.45531141308178,3
16,3,90,0,1,0.705608084022948,42.34,16.0115572325473,0.697481970059588,11.5860380218381,4
16,3,270,0,0,0.780386091997491,64.44,16.4227967516361,0.56856017090424,2.05004036914434,2
16,5,0,1,0,0.925724266244593,19.67,14.0461625727391,0.951846894813224,0.834736384033579,1
16,5,180,1,1,0.776043700224709,17.96,15.1836218031009,1.05290845878379,3.76173874793999,3
16,5,270,0,0,0.841225077130096,58.66,17.9529589132715,0.756557259613993,3.10258320489018,2
16,5,270,0,1,0.757938162560672,27.88,14.5013681537572,0.721845566120881,3.11180948763684,4
16,6,0,1,1,0.876563166126678,22.98,14.2637860048654,0.831929225370715,1.1429407081393,3
16,6,90,0,0,0.861451225636558,17.37,14.4890995752126,1.10560798301135,1.53279240297395,2
16,6,180,0,1,0.605436380220378,35.3,17.9064332083796,0.604359533532412,14.0206576100225,4
16,6,270,1,0,0.821643795902243,15.83,14.2456781763248,1.19959730352642,1.64322858152889,1
16,7,0,0,0,0.797753062661279,20.03,16.3085723421145,0.962142700224205,1.8103795125312,2
16,7,180,1,1,0.814745274842132,18.11,15.0376511466247,0.990212970063716,3.48249318947767,3
16,7,270,1,0,0.891331933194024,18.01,14.6500604756161,0.996024946612761,2.08903456887311,1
16,8,0,1,0,0.819090452787407,16.43,14.6963105466988,1.04991421562645,2.09091353259049,1
16,8,0,0,0,0.832105496293486,33.66,18.6284825797361,0.622202066681551,0.837217232348809,2
16,8,90,1,1,0.793871234674113,16.2,14.3675027897043,1.1130621621999,4.48399615376655,3
16,8,90,0,1,0.740675071789031,32.35,15.9922989430067,0.645681746746331,5.55099455565178,4
16,9,0,0,0,0.786060928607317,15.31,15.4567385879782,1.18268114097425,2.40501177054997,2
16,9,90,1,0,0.869471969866147,23.07,14.8858620041064,0.856555095122227,1.43551612767019,1
16,9,180,1,1,0.77583777936925,15.99,14.7793441459492,1.1106403645058,4.94343678848788,3
16,9,270,0,1,0.720579274847899,37.07,15.8343034132813,0.578352328377357,6.71047410721154,4
16,10,0,1,0,0.894504492508758,20.72,14.7092258445207,0.90223148802687,1.56056566916379,1
16,10,0,1,1,0.874043522894145,27.25,14.4143604201487,0.687207344751031,2.50974685796169,3
16,10,180,0,0,0.817290652134963,21.37,15.018998962139,0.878592495115209,1.64083331911519,2
16,10,180,0,1,0.706690035613106,29.19,15.6341917743386,0.685172738017306,8.43963654999117,4
16,11,0,1,0,0.872761719650254,33.07,20.9150991656132,0.706059123676185,1.05000985085576,1
16,11,0,0,0,0.853157688823764,29.7,23.1192701383458,0.812628561596985,1.36797127599036,2
16,11,180,1,1,0.857319826412281,23.27,22.2213125426744,0.989397947394719,4.32190239632943,3
16,11,180,0,1,0.695718046018676,30.01,21.8439268886529,0.782663673776862,7.51171856766834,4
17,3,0,0,0,0.742259237584247,36.58,36.4730074131955,0.920227140863424,5.17758591481316,1
17,3,0,1,0,0.800771456730154,31.02,29.7852100357178,0.946813500873159,2.15675665967471,2
17,3,90,0,1,0.77955374566444,51.76,15.6242293740624,0.568498734625859,9.43563915662917,4
17,3,270,1,1,0.836961104108526,55.34,14.1330734710236,0.523411041454354,0.908050886742653,3
17,5,0,1,1,0.806140450340344,28.82,14.7692396955586,0.671407368783995,1.79823940636785,3
17,5,180,1,0,0.899794361032507,36.81,15.9401559518054,0.541488790928341,0.391000546667191,2
17,5,270,0,1,0.711524186622363,84.39,19.5054305621173,0.392605226641392,4.72223519417138,4
17,6,0,0,0,0.787967222107209,19.17,14.4272234751691,1.00286075641364,1.69350118013601,1
17,6,90,1,0,0.8860793970244,23.18,14.5458184416998,0.907135889246823,1.06550288967854,2
17,6,90,1,1,0.85658700005961,24.23,15.0745469030556,0.840284991657712,1.94197076956161,3
17,6,270,0,1,0.709007064617522,55.59,15.9008232538134,0.353021504690579,6.67648084392873,4
17,7,0,0,0,0.767883948812239,35.44,22.7643368466321,0.695892826144796,2.12282794874278,1
17,7,90,0,1,0.719604265390191,47.4,16.1167362211164,0.443693602501702,5.34801658258733,4
17,7,180,1,0,0.875309757774977,48.29,14.5880435399669,0.366223699272515,0.40531606437651,2
17,7,180,1,1,0.863165030302692,35.84,14.3107762105708,0.49888206973452,0.82992619435163,3
17,8,0,0,0,0.759252714386452,35.18,22.9591954799159,0.681817308783364,2.24520410253475,1
17,8,0,1,1,0.8964414688581,25.62,14.4006707087061,0.73180423249458,1.05187793086237,3
17,8,0,0,1,0.725723408841866,67.54,20.6021904306905,0.373645238034701,8.51137457588362,4
17,8,90,1,0,0.894842812569018,35.39,14.6568253270855,0.530467930514758,0.542709670629666,2
17,9,90,0,0,0.834687734486918,34.65,14.7417233154654,0.540490936756678,1.16007624946832,1
17,9,90,1,0,0.87462816442242,34.28,14.7810521093665,0.573700925165349,0.911419466701938,2
17,9,90,1,1,0.881436567461522,34.69,15.0097429314886,0.534834536790242,1.03417185302293,3
17,9,270,0,1,0.729050820025188,82.85,20.7274977928939,0.333738155208833,6.3740219505109,4
17,10,0,0,1,0.731140821338847,42.7,14.7370522885244,0.456784225591656,6.5632864808784,4
17,10,90,1,0,0.894059356954008,22.77,14.2321414544883,0.891614254539533,1.94691615757467,2
17,10,270,0,0,0.815940196623123,42.26,14.2443146046072,0.462949702188294,0.515129459231692,1
17,11,0,0,0,0.765249258252914,35.93,23.9575991906503,0.684351276255831,2.66915718230516,1
17,11,180,1,0,0.83757224691606,43.95,21.0597404788817,0.51346899300967,0.518188087142028,2
17,11,180,1,1,0.862263593886323,45.38,21.8512165095905,0.518582192783498,1.21166838271007,3
17,11,270,0,1,0.765470860739678,57.77,17.2132598747706,0.44102439466428,8.98186615811713,4
18,3,90,0,1,0.58054651283223,84.01,25.1422567320954,0.504475249108009,26.1670310890569,1
18,3,180,1,1,0.71392035881234,67.15,32.1435314341887,0.44719423841038,10.572072717877,4
18,3,270,1,0,0.875841554933882,41.83,17.1529323499902,0.674659925512996,1.83461738468035,2
18,3,270,0,0,0.806961759486849,60.03,20.6273619730427,0.691965417411473,1.76708718141052,3
18,5,0,1,0,0.798286955378549,17.77,16.3793909683856,1.1093640850404,2.5993598142856,2
18,5,90,0,0,0.794569954344632,32.03,14.3219389259635,0.592527515809102,0.510752495987262,3
18,5,180,1,1,0.882292416923447,34.28,15.1892254328558,0.568238514908982,1.21976497865575,4
18,5,270,0,1,0.622241051192611,65.48,21.7169282711557,0.563202542960325,12.949373565983,1
18,6,90,1,0,0.819752171123208,29.88,14.3723068380529,0.676187457053235,1.27966467231501,2
18,6,180,1,1,0.787899671725268,28.69,15.8325228640529,0.67828510885411,5.94232810076825,4
18,6,270,0,0,0.824940180766369,23.57,15.8525919208342,0.882199525755617,1.41646240722619,3
18,7,0,1,0,0.822144620344339,21.96,16.77663890258,0.868230469807878,2.90756863422685,2
18,7,90,0,0,0.794459862312032,23.27,14.4560465586771,0.792107425272197,2.05957603090781,3
18,7,90,1,1,0.721334205303431,28.51,14.787113321047,0.671541234154446,6.50640255525361,4
18,8,90,0,0,0.785159911169139,49.76,16.8134887238374,0.533039278378338,2.07223786091996,3
18,8,180,1,0,0.863466346087547,36.66,15.8860905216851,0.516300799779806,1.27990518046808,2
18,8,270,0,1,0.581338722578281,71.68,46.5759950172051,0.590378250044403,20.8458114269893,1
18,9,0,0,0,0.769251281487728,32.69,31.0318457646532,0.894891712452948,2.89215015760981,3
18,9,90,1,1,0.784076566362994,28.46,14.8049435045289,0.689861798568979,5.56576962439591,4
18,9,180,1,0,0.851376485483135,30.03,14.8405620749471,0.603479003945347,1.01166569714574,2
18,10,0,0,1,0.666788779024754,34.69,26.0513520794245,0.570295262981426,12.7823670643758,1
18,10,180,1,0,0.861319933123441,31.14,14.4010271842152,0.554894526792368,0.635356351433704,2
18,10,180,0,0,0.849862409702276,60.51,37.2936514531631,0.567943151740892,1.74401423710048,3
18,10,270,1,1,0.853576516499747,33.37,14.7802479232223,0.577255083847728,4.03038246116874,4
18,11,90,0,0,1.28919523870328,5,1.97401887722842,0.467001649421103,0.128718497569022,3
18,11,180,1,0,0.846506673593209,53.2,22.369059124193,0.439767441786678,1.42983850934834,2
18,11,270,0,1,0.726848404744606,88.14,23.088764836012,0.361422440492475,8.21378068111396,1
19,3,90,1,0,0.79942647079925,23.34,14.3444039000815,1.16776624117633,2.5193372626172,1
19,3,180,1,1,0.700961325599459,23.16,29.1508467579431,1.20482955338449,15.1138396192497,4
19,3,270,0,0,0.77205735678684,31.33,14.9884124482607,1.02136862860236,2.52365429787112,3
19,5,0,0,1,0.723726412753471,28.66,18.917643662007,0.749813729693815,8.07404789016901,2
19,5,90,0,0,0.788420800949797,27.64,14.6234113625263,0.765509261712351,1.2962257243148,3
19,5,180,1,1,0.746474627383031,17.33,16.5840344346592,1.11472564075364,7.28599498596958,4
19,5,270,1,0,0.888441791302268,16.16,14.6444285173758,1.15410750760278,1.11782059258117,1
19,6,180,1,1,0.725949106848392,15.24,15.8852885878707,1.25567023636884,10.3288086702838,4
19,6,270,1,0,0.84000852070173,15.5,14.2897834703926,1.23406873620594,1.8462311257108,1
19,6,270,0,0,0.779016714785313,18.97,14.4631679783801,1.05509687390779,2.1244165094821,3
19,7,0,1,0,0.838564861010769,14.56,14.4907027227403,1.2193755591945,3.3228322849778,1
19,7,90,0,0,0.793569593913206,20.99,14.7783811524598,1.10001156269395,3.34502210379129,3
19,7,90,1,1,0.780775774464982,15.66,14.4359616912426,1.14854693318313,5.45972709274353,4
19,8,90,0,0,0.789916458668066,20.91,14.4645263317368,0.973329779119527,2.04239431014564,3
19,8,270,1,0,0.822958755525817,15.02,14.1328533059382,1.15425355327203,2.94651314354934,1
19,8,270,1,1,0.852423915392888,15.18,14.6168152388702,1.19683450561388,5.16514928821549,4
19,9,90,1,1,0.781916109486396,13.19,14.6059189496561,1.34887465217828,6.91695589590251,4
19,9,180,0,1,0.677944919937233,38.21,20.6485287175331,0.598693473729893,10.1603299443144,2
19,9,270,1,0,0.798824555391076,17.87,14.4375095736845,1.07314242583926,2.4600627097947,1
19,10,0,1,0,0.819889120306302,13.3,15.1818197899567,1.37688057389967,3.52393458204359,1
19,10,180,0,0,0.787701167230866,20.68,15.6693392087621,0.919357602656774,2.34461546573784,3
19,10,270,1,1,0.761990932835922,15.63,14.4793603979875,1.14052503545267,5.64117450977079,4
19,11,0,1,1,0.708005722279355,17.93,21.3788519295145,1.27813186098131,9.91315715338865,4
19,11,90,0,0,0.783588898391226,29.15,15.3838197520252,0.981963715028707,2.56454259497607,3
19,11,270,1,0,0.874430253331466,18.13,14.6670594571728,1.24306180867113,2.677700340225,1
20,3,0,1,1,0.846657945493659,32.17,28.6631814554656,0.871530140711171,3.83353881445375,4
20,3,90,1,0,0.866153951069619,33.67,14.8772499399368,0.834381290504097,1.62076483273655,3
20,3,180,0,1,0.654970659094876,88.09,32.2962381552007,0.353623676426992,13.9631434331365,1
20,3,180,0,0,0.824430440128244,83.92,29.352939648944,0.343586181432983,0.123987929095298,2
20,5,0,1,1,0.846150720325965,18.18,15.4275306148523,1.03849401493999,1.62608581392941,4
20,5,90,0,1,0.738035420135889,58.29,19.9841477555989,0.344642173786599,5.97765674201847,1
20,5,180,1,0,0.846839302843885,16.94,14.4814535355834,1.1055003677171,1.49675811885057,3
20,5,270,0,0,0.836295947500529,27.63,14.2031119211839,0.705133112861656,0.707283911567016,2
20,6,0,0,1,0.819866846448112,44.9,16.3795062181362,0.461845080366896,2.67791650234448,1
20,6,0,0,0,0.828070069950505,51.1,15.3334440962407,0.380761177560036,0.218873416315661,2
20,6,0,1,0,0.914040242684675,24.38,15.1773188633912,0.776216434644597,0.737582544450848,3
20,6,270,1,1,0.957318593879181,21.3,14.4593438129854,0.88818489477735,0.747711415395633,4
20,7,0,0,0,0.822402422894918,67.68,17.2534614709136,0.297337653812646,0.440836948883361,2
20,7,180,1,0,0.870966141993169,20.98,15.1938824035485,0.859435638401181,1.8257258456639,3
20,7,270,0,1,0.706096196408214,52.01,15.7294671737175,0.404935843011517,8.00627959998659,1
20,7,270,1,1,0.778449829226282,21.39,16.0912938081722,0.905589762510437,4.10353286455754,4
20,8,0,0,1,0.827972757750829,44.83,15.2709165446699,0.417399897569436,3.01765513950299,1
20,8,0,0,0,0.842690037660498,49.35,14.9960580293924,0.385933671604935,0.531110928248189,2
20,8,180,1,0,0.932948175118264,20.01,15.1428087893033,0.926124564334666,1.87275937949765,3
20,8,270,1,1,0.902679105860394,21.13,14.8348503956788,0.873592090027812,2.26559147815404,4
20,9,0,1,0,0.844475061988197,19.5,14.1818861414455,0.906072512968081,1.53537066444542,3
20,9,90,0,1,0.831570157916217,49.46,15.244840781635,0.377403521965512,3.01454578847881,1
20,9,90,0,0,0.843021824759976,70.42,16.2151333646716,0.28441012806387,0.11214106551467,2
20,9,90,1,1,0.771529445917197,19.74,14.5094337907049,0.9073600696779,4.47317755814805,4
20,10,0,1,1,0.868900319520226,19.2,14.7388548334511,0.916759485942587,1.96867961893105,4
20,10,90,0,1,0.754861056336444,75.58,20.0604834326805,0.328871972446446,6.71986412844506,1
20,10,270,0,0,0.793031739952308,27.13,14.3006307009375,0.654194629028871,1.07854907992705,2
20,11,180,0,0,0.776884577493396,50.92,23.7660191737744,0.495685422885365,0.957516370343347,2
